-7332338.4530505082	  inf
-5615158.7568703992	2.34193e-01
-5507534.3850266309	1.91668e-02
-5430403.1833993560	1.40047e-02
-5378592.3887585290	9.54087e-03
-5344359.5491840998	6.36465e-03
-5322025.4986587353	4.17899e-03
-5307119.6399776796	2.80079e-03
-5296795.3861437719	1.94536e-03
-5289270.3367208960	1.42068e-03
-5283504.4715523748	1.09011e-03
-5279068.5305673257	8.39583e-04
-5275322.8233880280	7.09539e-04
-5272223.4269896615	5.87527e-04
-5269518.8064907035	5.12994e-04
-5267120.2053083135	4.55184e-04
-5264788.4233023832	4.42705e-04
-5262660.5935570085	4.04162e-04
-5260727.3654940818	3.67348e-04
-5258883.8711520880	3.50426e-04
-5257207.1107826736	3.18843e-04
-5255576.8390828762	3.10102e-04
-5253991.3609255245	3.01675e-04
-5252549.7453762572	2.74385e-04
-5251140.9276888343	2.68216e-04
-5249756.6446580198	2.63616e-04
-5248566.3496919908	2.26733e-04
-5247369.7502269289	2.27986e-04
-5246265.5742867878	2.10425e-04
-5245206.5542993871	2.01862e-04
-5244173.9588640230	1.96865e-04
-5243191.3280135775	1.87376e-04
-5242267.1954844957	1.76254e-04
-5241439.8308364321	1.57826e-04
-5240598.0961041441	1.60592e-04
-5239788.3039675886	1.54523e-04
-5238911.8564416720	1.67268e-04
-5238129.4624485942	1.49343e-04
-5237406.2618348999	1.38065e-04
-5236646.7162358733	1.45023e-04
-5235868.7475587931	1.48562e-04
-5235102.4467924014	1.46356e-04
-5234430.8576771757	1.28286e-04
-5233796.0980561245	1.21266e-04
-5233208.1926379493	1.12329e-04
-5232582.3146222206	1.19597e-04
-5232003.8750498854	1.10546e-04
-5231383.3078326471	1.18610e-04
-5230781.1829149593	1.15099e-04
-5230282.7905187448	9.52807e-05
